temperature ( C ),smiles1,smiles2,smiles3,smiles4,smiles5,smiles6,conc1,conc2,conc3,conc4,conc5,conc6,log(cond) (uS/cm)
20,C1=COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,O1CCOCC1,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,25,15,20,30,10,0,0
20,COC(=O)OC,CCOC=O,C1=COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,15,25,25,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCOC=O,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,15,30,20,10,0,0
20,COC(=O)CC(F)(F)F,CCOC(=O)OCC,CC(=O)OC,CCOC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,25,15,35,15,10,0,0
20,CCCC(=O)OC,CS(=O)C,FC(F)(F)COCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,15,40,10,10,0,0
20,CCCCOC=O,C1COC(=O)O1,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,15,45,5,10,0,0
20,CCCC#N,CCCCOC=O,CCOC(=O)OC,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,5,40,10,0,0
20,CCCC(=O)OC,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,10,35,10,0,0
20,CCOC(=O)OC,CCOC(=O)OCC,COCCOCCOC,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,15,30,10,0,0
20,COC(=O)CC(F)(F)F,CCCCOC=O,C1COC(=O)O1,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,20,25,10,0,0
20,COC(=O)OC,CC(=O)OC,C1COC(=O)O1,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,25,20,10,0,0
20,COC(=O)OC,COC(=O)OC,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,30,15,10,0,0
20,CCCC(=O)OC,CCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,35,10,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCC#N,O1CCOCC1,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,25,20,40,5,10,0,0
20,CCOC(=O)OC,C1COC(=O)O1,O1CCOCC1,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,5,35,10,0,0
20,CCOC=O,CCCCOC(=O)C,CC#N,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,10,30,10,0,0
20,COC=O,COCCOC(=O)OC,CC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,15,25,10,0,0
20,CCOC(=O)OC,CCOC(=O)OCC,COCCOC(=O)OC,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,20,20,10,0,0
20,COC(=O)CC(F)(F)F,CCOC(=O)OCC,CS(=O)C,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,25,15,10,0,0
20,CCC(=O)C,CCCCOC=O,CC1COC(=O)O1,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,30,10,10,0,0
20,CCC(=O)OC,CN(C)C=O,CCOC(=O)OCC,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,25,35,5,10,0,0
20,CCC(=O)OC,C1COC(=O)O1,COC(=O)OC,CCOC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,25,30,5,30,10,0,0
20,CCOC(=O)OCC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,25,30,10,25,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1COC(=O)O1,COC(=O)OC,CCOC(=O)OCC,[Li+].[N+](=O)([O-])[O-]  ,O,25,30,15,20,10,0,0
20,C1CCS(=O)(=O)C1,C(C(F)(F)F)OC(C(F)F)(F)F,CC1COC(=O)O1,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,25,30,20,15,10,0,0
20,COC(=O)CC(F)(F)F,CN(C)C=O,COCCOC(=O)OC,CCOC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,25,30,25,10,10,0,0
20,COC(=O)OC,CCC(=O)C,CCOC=O,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,30,30,5,10,0,0
20,COC(=O)OC,CCOC(=O)OC,CCC(=O)C,CS(=O)C,[Li+].[N+](=O)([O-])[O-]  ,O,25,35,5,25,10,0,0
20,COC(=O)CC(F)(F)F,COC=O,CCCC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,35,10,20,10,0,0
20,C1COC(=O)O1,C1C(OC(=O)O1)F,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,35,15,15,10,0,0
20,CCOC(=O)OC,CCC#N,C1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,35,20,10,10,0,0
20,C1COC(=O)O1,CCOC(=O)OC,COC(=O)OC,CS(=O)C,[Li+].[N+](=O)([O-])[O-]  ,O,25,35,25,5,10,0,0
20,COC(=O)OC,C1CCS(=O)(=O)C1,CCCC(=O)OC,CS(=O)C,[Li+].[N+](=O)([O-])[O-]  ,O,25,40,5,20,10,0,0
20,CCOC(=O)OCC,CCOC(=O)OCC,C1COC(=O)O1,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,25,40,10,15,10,0,0
20,COC(=O)OC,COC(=O)CC(F)(F)F,CCCC#N,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,25,40,15,10,10,0,0
20,CCC(=O)C,CCCC(=O)OC,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,40,20,5,10,0,0
20,COC(=O)OC,CCOC(=O)OC,COC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,25,45,5,15,10,0,0
20,CCOC(=O)OCC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,45,10,10,10,0,0
20,CCC(=O)C,CCOC=O,CCOC(=O)OCC,CC#N,[Li+].[N+](=O)([O-])[O-]  ,O,25,45,15,5,10,0,0
20,CCCC#N,CCOC(=O)OCC,COC(=O)OC,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,50,5,10,10,0,0
20,C1=COC(=O)O1,CCOC(=O)OCC,CC1COC(=O)O1,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,25,50,10,5,10,0,0
20,CCOC(=O)OC,CCC(=O)OC,CCC#N,C1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,25,55,5,5,10,0,0
20,CCOC(=O)OCC,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,5,50,10,0,0
20,CCCCOC=O,CC1COC(=O)O1,C1C(OC(=O)O1)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,10,45,10,0,0
20,C1COC(=O)O1,COC(=O)OC,CCC(=O)OC,CC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,15,40,10,0,0
20,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,O1CCOCC1,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,20,35,10,0,0
20,COC(=O)CC(F)(F)F,CCCC#N,CS(=O)C,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,25,30,10,0,0
20,CCOC(=O)OCC,CCOC(=O)OCC,COCCOC,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,30,25,10,0,0
20,CCC(=O)OC,CCOC=O,CN(C)C=O,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,35,20,10,0,0
20,CCC#N,CC(=O)OC,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,40,15,10,0,0
20,CCC(=O)C,CS(=O)C,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,45,10,10,0,0
20,C1COC(=O)O1,CCOC(=O)OC,C(Cl)Cl,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,5,50,5,10,0,0
20,C1COC(=O)O1,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,5,45,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCC#N,CCOC(=O)OCC,CCOC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,10,40,10,0,0
20,CCC(=O)OC,C1=COC(=O)O1,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,15,35,10,0,0
20,COC(=O)CC(F)(F)F,CCCC#N,C1COC(=O)O1,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,20,30,10,0,0
20,CCC(=O)OC,CCC(=O)C,CN(C)C=O,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,25,25,10,0,0
20,CCC(=O)C,CC1COC(=O)O1,CCOC(=O)OCC,C1C(OC(=O)O1)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,30,20,10,0,0
20,CCOC(=O)OCC,CS(=O)C,COCCOC(=O)OC,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,35,15,10,0,0
20,C1=COC(=O)O1,CCOC(=O)OCC,CCOC(=O)OCC,CC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,40,10,10,0,0
20,C1CCS(=O)(=O)C1,CCOC(=O)OCC,CC(=O)OC,CCOC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,30,10,45,5,10,0,0
20,COC(=O)OC,CCC#N,CCCC#N,C1C(OC(=O)O1)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,5,40,10,0,0
20,CCCC(=O)OC,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,10,35,10,0,0
20,CCC(=O)C,CCCC#N,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,15,30,10,0,0
20,COC(=O)OC,CCCCOC=O,COCCOC,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,20,25,10,0,0
20,COC(=O)OC,CS(=O)C,CC1COC(=O)O1,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,25,20,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,COC(=O)OC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,30,15,10,0,0
20,CCCC#N,CCCCOC=O,C1=COC(=O)O1,C1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,35,10,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CC1COC(=O)O1,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,15,40,5,10,0,0
20,CCOC=O,CC1COC(=O)O1,C1COC(=O)O1,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,5,35,10,0,0
20,CCCC(=O)OC,COC(=O)OC,CCOC(=O)OC,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,10,30,10,0,0
20,COC(=O)OC,CCCC(=O)OC,CCOC(=O)OCC,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,15,25,10,0,0
20,CS(=O)C,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,20,20,10,0,0
20,CCC(=O)C,COC(=O)OC,C1COC(=O)O1,C1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,25,15,10,0,0
20,CC1COC(=O)O1,COCCOC(=O)OC,C(Cl)Cl,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,30,10,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCC(=O)C,C1=COC(=O)O1,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,20,35,5,10,0,0
20,COC(=O)OC,CCOC=O,CCCCOC(=O)C,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,25,5,30,10,0,0
20,CCCC#N,CCOC(=O)OCC,COC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,25,10,25,10,0,0
20,COC(=O)OC,COCCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,30,25,15,20,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CC(=O)OC,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,25,20,15,10,0,0
20,CN(C)C=O,CCCC(=O)OC,COCCOCCOC,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,25,25,10,10,0,0
20,COC(=O)CC(F)(F)F,CCCC#N,COC(=O)OC,CCOC(=O)OCC,[Li+].[N+](=O)([O-])[O-]  ,O,30,25,30,5,10,0,0
20,COC(=O)CC(F)(F)F,COC(=O)OC,CCOC=O,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,30,30,5,25,10,0,0
20,CCOC(=O)OCC,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,30,10,20,10,0,0
20,C1COC(=O)O1,CCC(=O)OC,C1=COC(=O)O1,CS(=O)C,[Li+].[N+](=O)([O-])[O-]  ,O,30,30,15,15,10,0,0
20,C1COC(=O)O1,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,30,30,20,10,10,0,0
20,CCCC#N,CCOC(=O)OCC,COC(=O)OC,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,30,25,5,10,0,0
20,C1CCS(=O)(=O)C1,CCCC(=O)OC,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,35,5,20,10,0,0
20,C1COC(=O)O1,COC(=O)OC,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,35,10,15,10,0,0
20,COC(=O)CC(F)(F)F,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1COC(=O)O1,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,30,35,15,10,10,0,0
20,COC=O,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,30,35,20,5,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,COC=O,C1COC(=O)O1,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,30,40,5,15,10,0,0
20,CCC#N,CCCCOC(=O)C,CCOC(=O)OCC,CC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,30,40,10,10,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCOC(=O)OC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,40,15,5,10,0,0
20,C1CCS(=O)(=O)C1,CCOC=O,CCCCOC=O,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,45,5,10,10,0,0
20,CCCC#N,CCCCOC=O,COCCOC,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,30,45,10,5,10,0,0
20,COC(=O)OC,CCCCOC=O,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,30,50,5,5,10,0,0
20,CC#N,FC(F)(F)COCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,5,45,10,0,0
20,CC1COC(=O)O1,CC#N,CCOC(=O)OC,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,10,40,10,0,0
20,CC1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOCCOCCOCCOC,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,15,35,10,0,0
20,CCCC(=O)OC,CS(=O)C,C1COC(=O)O1,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,20,30,10,0,0
20,COC(=O)CC(F)(F)F,COC=O,C1COC(=O)O1,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,25,25,10,0,0
20,CCC(=O)C,CCOC(=O)OCC,C1COC(=O)O1,O1CCOCC1,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,30,20,10,0,0
20,CCCC#N,COC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,35,15,10,0,0
20,C1CCS(=O)(=O)C1,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,40,10,10,0,0
20,CCOC(=O)OC,CCOC=O,COC(=O)OC,CCOC(=O)OCC,[Li+].[N+](=O)([O-])[O-]  ,O,35,5,45,5,10,0,0
20,COC(=O)OC,CCC(=O)C,COC(=O)OC,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,5,40,10,0,0
20,CCOC=O,CCOC(=O)OCC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,10,35,10,0,0
20,CCOC=O,CC1COC(=O)O1,C1C(OC(=O)O1)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,15,30,10,0,0
20,CCC(=O)C,C1=COC(=O)O1,CCOC(=O)OC,C1C(OC(=O)O1)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,20,25,10,0,0
20,CCCC(=O)OC,CCOC(=O)OCC,CS(=O)C,CC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,25,20,10,0,0
20,CN(C)C=O,CCCCOC=O,CCOC(=O)OCC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,30,15,10,0,0
20,C1CCS(=O)(=O)C1,C(C(F)(F)F)OC(C(F)F)(F)F,CC#N,COC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,35,10,10,0,0
20,C1CCS(=O)(=O)C1,COC(=O)CC(F)(F)F,CCC(=O)OC,CCOC(=O)OCC,[Li+].[N+](=O)([O-])[O-]  ,O,35,10,40,5,10,0,0
20,CCOC=O,COC(=O)OC,COCCOC,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,5,35,10,0,0
20,COC(=O)CC(F)(F)F,C1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,10,30,10,0,0
20,CC#N,CS(=O)C,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,15,25,10,0,0
20,COC(=O)OC,COC(=O)OC,CCCC#N,CCCCOC(=O)C,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,20,20,10,0,0
20,COC=O,CCOC=O,CCOC(=O)OCC,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,25,15,10,0,0
20,CCOC(=O)OC,CCOC(=O)OCC,COC(=O)OC,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,30,10,10,0,0
20,CCC#N,COC(=O)OC,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,15,35,5,10,0,0
20,C1CCS(=O)(=O)C1,C1COC(=O)O1,C1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,20,5,30,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,COC=O,CCOC=O,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,20,10,25,10,0,0
20,C1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,20,15,20,10,0,0
20,COC(=O)OC,COC(=O)CC(F)(F)F,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,20,20,15,10,0,0
20,CS(=O)C,COCCOC(=O)OC,C1COC(=O)O1,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,20,25,10,10,0,0
20,COC(=O)OC,C1COC(=O)O1,CCOC(=O)OC,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,20,30,5,10,0,0
20,COCCOC(=O)OC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,25,5,25,10,0,0
20,CC1COC(=O)O1,C1COC(=O)O1,CC1COC(=O)O1,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,35,25,10,20,10,0,0
20,COC(=O)OC,COC(=O)OC,COCCOC,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,35,25,15,15,10,0,0
20,CCOC=O,C1=COC(=O)O1,CC#N,COC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,35,25,20,10,10,0,0
20,CCC#N,CCOC=O,CCOC(=O)OC,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,25,25,5,10,0,0
20,COC(=O)CC(F)(F)F,CCOC(=O)OC,CCOC=O,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,30,5,20,10,0,0
20,COC(=O)OC,CCC(=O)C,CC#N,C1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,35,30,10,15,10,0,0
20,COC(=O)CC(F)(F)F,COC(=O)OC,CC1COC(=O)O1,COCCOCCOCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,35,30,15,10,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCOC(=O)OCC,CCOC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,30,20,5,10,0,0
20,CCOC(=O)OC,CCCC#N,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,35,5,15,10,0,0
20,CCCC#N,CCOC(=O)OCC,COCCOC(=O)OC,C1C(OC(=O)O1)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,35,10,10,10,0,0
20,C1COC(=O)O1,CCC#N,CC(=O)OC,COC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,35,35,15,5,10,0,0
20,COC(=O)CC(F)(F)F,CCCC(=O)OC,CCOC(=O)OCC,COC(=O)OC,[Li+].[N+](=O)([O-])[O-]  ,O,35,40,5,10,10,0,0
20,CN(C)C=O,COCCOC(=O)OC,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,35,40,10,5,10,0,0
20,COC(=O)CC(F)(F)F,CCCC#N,CCCC(=O)OC,C1COCO1,[Li+].[N+](=O)([O-])[O-]  ,O,35,45,5,5,10,0,0
20,CCOC=O,CCCCOC=O,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,40,5,5,40,10,0,0
20,CCC(=O)OC,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N+](=O)([O-])[O-]  ,O,40,5,10,35,10,0,0
20,CCC#N,C1=COC(=O)O1,CCOC(=O)OCC,CC1COC(=O)O1,[Li+].[N+](=O)([O-])[O-]  ,O,40,5,15,30,10,0,0
20,COC(=O)OC,CCCC#N,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,40,5,20,25,10,0,0
20,CCC(=O)OC,COC(=O)OC,CCOC(=O)OC,COCCOC,[Li+].[N+](=O)([O-])[O-]  ,O,40,5,25,20,10,0,0
20,CCOC(=O)OC,COC(=O)OC,CCCCOC=O,C(Cl)Cl,[Li+].[N+](=O)([O-])[O-]  ,O,40,5,30,15,10,0,0
